User,Tweet,Language,Location
JeffYalden,"Look at yourself in the mirror.  Ain't nobody perfect.  Forgiveness starts with yourself.  Forgiveness is a powerful thing, but the first person to learn to forgive is yourself.  You can't change people, places, and things.  #SelfReflection #BiPolar https://t.co/XkUkh09EAa https://t.co/j9C0cAmgk4",en,"Myrtle Beach, SC"
BekaLombardo,#KeepTalkingMH #bipolar #depression #anxiety #mentalillness #suicideprevention https://t.co/Q4MXTtsPOX,en,www.voices-for-change.net
BekaLombardo,#KeepTalkingMH #bipolar #depression #anxiety #mentalillness #mentalhealth https://t.co/zGQ7XfJvq5,en,www.voices-for-change.net
LovePostsCanada,"Sometimes you just need someone to hug you, tell you it’s gonna be alright and wipe your tears away. We get that.

#Family #Caregivers #Bipolar #MentalHealthMatters #LovePost #LoveHeals https://t.co/JnGFGxf9ZL",en,???????
LovePostsCanada,"Sometimes you just need someone to hug you, tell you it’s gonna be alright and wipe your tears away. We get that.

#Family #Caregivers #Bipolar #MentalHealthMatters #LovePost #LoveHeals https://t.co/JnGFGxf9ZL",en,???????
resaebiunne,In a weird mood right now.  #Bipolar,en,"Germantown, MD"
dusunbildergisi,"Aldanmay?n, #psikanaliz hâlâ arad???n?z ?ey https://t.co/bmjPCV6tmO #bdt #bipolar #kayg?",tr,"Ankara, Türkiye"
drodriguez924,Here we go again ?????#psycho #sexy #damaged #ICanFixHer #ShellLoveMe #Bipolar #chaotic #erotic #ImGoingToChokeYou #IHateYou #ILoveYou #ToxicRelationship #couples #relationships #ItDoesntWorkWithUs #ItllNeverBe #ThereIsNoUs #WeOnlyUsedToBe https://t.co/qOuP0kSs9i,en,"Manchester, NH"
MentalHealthLaw,"RT @_innercompass: Despite what we’ve been told, research has never found a biological basis for ""#mentalillness"". If you have a #bipolar, #schizophrenia, #depression, #anxiety or #ADHD diagnosis, you have the right to know this-- + much more.  https://t.co/A79MLlzSlP",en,"ÜT: 41.954931,-87.881704"
FTSImKMSing,"RT @humbleandkind7: Hair not did but good moment I always have rights, always will &amp; so do you ? #nicholasbaar #truestory #tucson #mentalhealthawareness #freedom #activism #schizoaffective #schizophrenia #depression #bipolar #ptsd #autism #recovery #routine https://t.co/uep3PD9F9E",en,Everywhere To Retweet You
BekaLombardo,"Don't forget to send me your survivor photos! Looking forward to seeing them! And remember to #KeepTalkingMH 
#suicideprevention #mentalhealth #depression #bipolar #anxiety",en,www.voices-for-change.net
ryapsicologos,"Trastorno bipolar: síntomas, causas, tratamiento - https://t.co/AkF1WLsXA8
#bipolaridad #bipolar #psicología https://t.co/zFGDU4TeWs",es,"Del Valle Centro, México, D.F."
CalculatingMind,"For those with an official diagnosis of #bipolardisorder, were you correctly diagnosed initially... or were you first misdiagnosed?

If you had misdiagnoses, was it of #depression (MDD), #BPD, #schizophrenia, or something else? #MentalHealthMonth #bipolar",en,"Greenville, NC"
xShutUpMegGx,"I just wanna give a big round of applause to anyone who thought they couldn't do it today, but still did it. ???? This includes me. #ClinicalDepressionLife #Bipolar",en,"No mountains, just the sky"
P_Smoke44,RT @E_profit617: My brudda @P_Smoke44 dropped #Bipolar its out now on @mymixtapez ???????,en,"Bosdad , Massashootshit"
patricelauren1,"I have #Bipolar disorder.  I am too sick and depressed.  It's hard to just eat, sleep, and take my meds.

I am too emotionally sick to deal with people.  Thank goodness my pets still love me.  Please God let the lamictal work fast.
I'm moving to apt...I don't know how.

Prayers?",en,"Dallas, Texas"
CalculatingMind,10 'Harmless' Comments People Make About #Mania That Actually Hurt https://t.co/LEhm6HQn0G #bipolar #bipolardisorder #mentalillness,en,"Greenville, NC"
MayraAzuaritica,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es-MX,"Tequila, Jalisco"
Hopcatchy,"RT @practicalLJT: It’s easy to say 
“Reach out,”
but my arms have been 
amputated by grief-
My larynx paralyzed.
I’m okay,
I say.
I’m okay,
today.

#amwriting #writing #authors #writers #writerslife #writerstable #writingcommunity #tuestropes #twisted2sday #poem #shortpoem #bipolar #KeepTalkingMH",en,West Hoptanglia
BekaLombardo,#KeepTalkingMH #bipolar #depression #endthestigma https://t.co/Qp9pAxcuqB,en,www.voices-for-change.net
pbrownlaw,Protect yourself and your finances against a #bipolar spouse.  https://t.co/k6wWoaGX1Y,en,"Round Rock, TX"
evaalejandragc,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,Veracruz
CncoJaneth,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,"Miguel Hidalgo, Distrito Feder"
CitFranco,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,"Toluca, México"
healthycannamom,"MOOD

#nineinchnails #musicislife #crazy #bipolar #TikTok https://t.co/phxsrASsdT",en,"Spokane Valley, WA"
Crizguadalupee,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,"Torreón, Coahuila de Zaragoza"
OchoaWriter,Tardive dyskinesia sucks. Literally. I keep making sucking motions and it’s chapping my lips. #bipolardisorder #bipolar,en,"Dobbs Ferry, NY"
OchoaWriter,Tardive dyskinesia sucks. Literally. I keep making sucking motions and it’s chapping my lips. #bipolardisorder #bipolar,en,"Dobbs Ferry, NY"
CeciLog16,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,México
FerRuiiz96,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,"Guadalajara, Jalisco"
INFJungian,"#Bipolar #Bipolar1 #Bipolar2 #BipolarDisorder #ManicDepression #mentalhealth #mentalhealthawareness #mentalillness #mooddisorders #neuroscience #psychiatry #psychology ?

https://t.co/zgnl70Lyme",en,"My bed or my car, FL"
horaciopalencia,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,Mazatlán Sinaloa México
G_Whiteford,Silence NO More #MentalHealthAwarenessMonth #mentalhealth #ptsd #bipolar #anxiety #depression,en,Earth
GrouchyN8,"The BBC documentary on anxiety last night and tonight’s on bi-polar mums have been amazingly honest, brutal TV. If you feel shit fairly regularly do and try to get help..

#bipolar #anxiety #depression #endthestigma",en,London
lunitaari_,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,México
LJaneSays,Click &amp; Read: Dark Night of the Soul – elephant journal https://t.co/rqHIhfC84e #bipolar #creative #creativewriting #depression,en,"Ohio, USA"
marisol_coder01,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,"Saltillo, Coahuila de Zaragoza"
DustinftJary,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,según Jary de Querétarock ??
jaryqueretaro,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,"Querétaro, Querétaro Arteaga"
blancoxjaronda,"RT @Jaryoficial: #JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,CDMX
Jaryoficial,"#JaryArmy, ya agregaron #Bipolar a sus playlists en @SpotifyMexico? Compártanme sus capturas!??

https://t.co/uYmYEJeE8q",es,México
ShooterzMuzik,RT @E_profit617: My brudda @P_Smoke44 dropped #Bipolar its out now on @mymixtapez ???????,en,"Roxbury, MA"
E_profit617,My brudda @P_Smoke44 dropped #Bipolar its out now on @mymixtapez ???????,en,"Roxbury, MA"
Sharits,"If you asked me what bipolar manic feels like, this is it. Intoxicating.
https://t.co/CglPPG9rCc 
#sharits #abstract #art #abstractart #artist #bipolar #denver #colorado #vail #aspen #expressionist #popart… https://t.co/zgsYSmmA6O",en,Denver
SpeakingBipolar,"Just Pinned to Best of Speaking Bipolar: What you say to someone with Bipolar Disorder isn't always what they hear. Find useful tips to cope, and get a glimpse inside their mind with a sometimes humorous tale told from a patient's perspective. | #Bipolar… https://t.co/Tm28dTkB82 https://t.co/wPAVywht8I",en,"Tennessee, USA"
MKat94,Giving support! ???It’s #mentalhealthawareness month! So here is to #fightthestigma ?!#mentalhealthisimportant #anxiety #depression #ptsd #bipolar #schizophrenia #twitch #streamer #love https://t.co/tQ5TN6psaH,en,"South Carolina, USA"
malinka_p,"Nytt på https://t.co/N8nfx2FHBc | Funktionsnedsättning av bipolär sjukdom https://t.co/aV7BQ4QFsm #funkpol #svpol #bipolar #psykiskohaelsa

Funderingar om vad jag själv upplever vara mina egna funktionsnedsättningar.",sv,"Västerås, Sweden"
NorthEndPsych,The stigma surrounding mental illness has to stop. Thank you Kylee for sharing your story. #MentalHealthAwarenessMonth #mentalhealth #boiseidaho #idahome #bipolar #bipolardisorder #EndTheStigma https://t.co/TUL8RAFHrb,en,"Boise, ID"
JCavellWriter,"RT @EleanorSegall: Want to preorder Bring Me to Light, the book of my life story with #bipolar disorder + #anxiety? Here are the links: 

UK: https://t.co/cIDXvUSJoj

USA: https://t.co/VpGeFew71U

Can order direct from Trigger website https://t.co/I7PABwN9Ov 

Much love xo (let me know if you do) https://t.co/GejcmgPSKP",en,United Kingdom
natasha_tracy,Better' and 'Worse' Mental Illness Diagnoses | #NEW | #Bipolar Burble https://t.co/hUe3EfyS3h #schizophrenia https://t.co/JEPmzgyKa8,en,The West Coast
BrainandLifeMag,RT @AANMember: New Study Published in @GreenJournal: #Bipolar Disorder May Be Linked to #Parkinsons Disease. https://t.co/P140D7HOn2 https://t.co/uNO93X8rgq,en,"Minneapolis, MN"
TherapyStudio__,You don’t have to control your thoughts. You just have to stop letting them control you. -Dan Millman https://t.co/OK3t9qK2Xp #OnlineCounseling for #Depression #Anxiety #Bipolar Disorder,en,Virtual Psychotherapy Office
BlueHyena3,"Bloody bipolar is a joy to manage. About 4-5 hours sleep in the last few nights, 3 clonazepam down tonight and managed twenty mins sleep. Woke up as if I'd had a full night's sleep and ready to face the day. #bipolar",en,That black hole photo
bitpixi,"I found some bridge and finally was able to cry under here! Lots of messages scrawled that signal things about the human condition.

I believe that when we have nature and ephemera, we are never alone. ? #bipolar #adhd #mentalhealthawareness #moodswing grafikkkkk design! https://t.co/uk7wfOTCl0",en,Digital nomad 
WelshBella,RT @AANMember: New Study Published in @GreenJournal: #Bipolar Disorder May Be Linked to #Parkinsons Disease. https://t.co/P140D7HOn2 https://t.co/uNO93X8rgq,en,"Minneapolis, MN"
medpagetoday,"RT @MedPageNeuro: Bipolar Disorder and Parkinson's Disease: How are they connected?  A new study in @GreenJournal @AANMember takes a look. Via @medpagetoday @judyreports.  #bipolar #bipolardisorder #Parkinsons #Parkinsonsdisease
https://t.co/VohAXUwmq1",en,"New York, NY"
AANMember,New Study Published in @GreenJournal: #Bipolar Disorder May Be Linked to #Parkinsons Disease. https://t.co/P140D7HOn2 https://t.co/uNO93X8rgq,en,"Minneapolis, MN"
lonewolfpackco,Find the strength to change your ‘why me’ into a ‘try me’ ?? | #thelonewolfpack #lonewolf #mentalhealth #mentalhealthawareness #mentalillness #depression #anxiety #bipolar #anorexia #ana #bulimia #eatingdisorder… https://t.co/Oh4ZdGIyPD,en,"North East, England"
MIPhilanthropy,".@Giving_Compass coverage of our latest report: Lived Experience and Research Priorities for #Depression and #Bipolar 
https://t.co/2LtmwNuGdt #mentalhealthawarenessmonth",en,"Washington, DC"
beurownlight,"RT @EleanorSegall: Want to preorder Bring Me to Light, the book of my life story with #bipolar disorder + #anxiety? Here are the links: 

UK: https://t.co/cIDXvUSJoj

USA: https://t.co/VpGeFew71U

Can order direct from Trigger website https://t.co/I7PABwN9Ov 

Much love xo (let me know if you do) https://t.co/GejcmgPSKP",en,"London, England"
EleanorSegall,"Want to preorder Bring Me to Light, the book of my life story with #bipolar disorder + #anxiety? Here are the links: 

UK: https://t.co/cIDXvUSJoj

USA: https://t.co/VpGeFew71U

Can order direct from Trigger website https://t.co/I7PABwN9Ov 

Much love xo (let me know if you do) https://t.co/GejcmgPSKP",en,London
IAmCKennedy,"Ain't nothing like that clear sky rain fall. 

#california #ca #weather #climate #northhollywood #hollywood #socal #forecast #abc7eyewitness #blue #clear #bipolar #earth #weird #wet #dry @ North Hollywood, California https://t.co/6yjxoW1OoV",en,"Hollywood, Ca"
ChefMidnite,@Adamhill1212 AMEN BRO... AMEN.. #CANTGIVUP #DEPRESSION #BIPOLAR #LVINWITHRA #WEEDISMYREMEDY,en,SWAMP NEAR YA
AzriehlDevito,RT @trashpool: The $150 donation from G2_productions still blown away by this! Im so proud of my community for supporting such a cause close to my heart. Thank you all again those who donated you are all heros in my eyes! #charity #depression #bipolar #MentalHealthAwarenessWeek https://t.co/6IBivu5fDi,en,"New York, USA"
iFrugalFitness,Frugal Fitness Mental Health Articles https://t.co/v60FO4SsmD / #MentalHealth #Anxiety #Depression #SuicideAwareness #AnxietyIsReal #Bipolar #BipolarDisorder https://t.co/PT9SRJ9jM6,en,World Wide Wellness | USA
HealthyPlace,"#Bipolar and #Anxiety: How to Cope with Our Fear of the Future || https://t.co/aCmtwEkDNt
==
#mentalhealth #mentalillness #HealthyPlace https://t.co/kUGWWWbKcx",en,Texas
jdavidtrotter,"RT @insporising: Michelle Dickinson is the author of ""Breaking Into My Life: Growing Up with a Bipolar Parent and My Battle to Reclaim Myself."" LISTEN &amp; SUBSCRIBE to the Inspiration Rising podcast at https://t.co/XSJ4VrWVTY. #mentalhealth #mentalhealthmonth #bipolar #depression #parenting #love https://t.co/fnSKxliVfV",en,"ÜT: 33.858904,-118.068726"
KittOMalley,"@paulaannev @nrmentalhealth @ProvokingDrama @lizzirizzobls @BipolarBattle @battlingDepres1 @AcquiescentSoul @notdeadyetFT @VOLZGRL4evr @allevin18 @talkandcheese @Nwind9 Yes. 
1) #Evil alone
2) Both sick and evil
3) Sick and not evil

Identify as both #mystic and #bipolar
Purpose = #mentalhealth advocacy
1) Mystic
2) Both mystic and mentally ill
3) Mentally ill, not mystic",en,"Mission Viejo, CA"
BrisasRecovery,"RT @ronimompiche: Mental Health is HEALTH. Let's treat it that way.

https://t.co/LcDbfAQg0m

#mentalhealth #mentalillness #stigma #breakthestigma #MentalHealthIsHealth #bipolardisorder #bipolar #PTSD #OCD #mentaldisorders #mooddisorders #wellness #stopthestigma @gabehoward29 @electroboyusa",en,"Riverside, CA"
TheHavenMH,"Visit The Haven, an 18+ mental health PEER support community on Discord, open to anyone suffering emotional issues, trying to support someone with mental health issues, or simply looking for community. 
#peersupport #mentalhealth #depression #mentalillness #anxiety #bipolar #ptsd https://t.co/xxL3Hpqesc",en,International
treyguillotine,"#youareRAD challenge #mentalhealthawarenessmonth. RAD @riseabovethedisorder makes #mentalhealth a priority. I’m tagging 3 people to get them to drop their stigma on mental health. 
@jessfarizoguidry @thequeenofterebithia @_kitty.kat.meow_ 
#depression
#anxiety 
#bipolar https://t.co/aSkB64f83t",en,"New Orleans, LA, USA"
pdxwcc,"https://t.co/WFMFufNy8X

#bipolar #mentalhealth",en,"Portland, OR"
HealthyPlace,"#PsychiatricHospitalization: You are Neither Weak Nor Alone. New. || https://t.co/lMWsnbyEon
#mentalhealth #schizophrenia #bipolar #depression #mhchat #mhsm https://t.co/BFmIW2sA1a",en,Texas
lynn_goode,RT @natasha_tracy: 'Better' and 'Worse' Mental Illness Diagnoses | NEW | #Bipolar Burble https://t.co/hUe3EfyS3h #mentalhealth https://t.co/z5U15nax6b,en,dartford
jeffreymcp,"@christophervoss how many marathons have you completed man? Cheers eh Chris-Jeffrey 30,12yrs old #ADHD #bipolar #BroadcastTVstudent #SNL @nbcsnl",en,Toronto
HealthyPlace,"3 Tips for Being Honest in #Therapy. New. || https://t.co/QPN0y5ecLo
==
#mentalhealth #depression #anxiety #bipolar #mhchat #mhsm https://t.co/evHSmGLKYq",en,Texas
Sharits,"""Tangled Gold"" '19, acrylic on plexiglas, 36 x 12 inches
https://t.co/CglPPG9rCc 
#sharits #abstract #art #abstractart #artist #bipolar #denver #colorado #vail #aspen #expressionist #popart #expressionistic… https://t.co/LW52glnQLk",en,Denver
ChefMidnite,@seanbaggett81 @gofundme ??  are with ya bro.. #LIVINWITHRA #BIPOLAR #WEEDISTHEREMEDY,en,SWAMP NEAR YA
Dinorath_HEX,"RT @LagartoIDG: Escuchas en #Tardeando el 1° bloque de #EstrenosIDG
#PorMiNoTeDetengas de @BANDA_MS 
#LaMagiaDeTusOjos de @JossFavela 
#QuítateLaCareta de @vozdemandomusic 
#Bipolar de @Jaryoficial 
En @IDGPatrones #LosPatronesDelRegional
https://t.co/OBhTXATFtY 
Y en @tunein #IDGRadio https://t.co/hDl9iex6Wj",es,Veracruz 
newfrontierspsy,"Find the right #therapist! #therapy has been found to be monumentally helpful for all sorts of ailments in #mentalhealth, whether it is #depression, #anxiety, #bipolar disorder, #borderlinepersonalitydisorder, even #schizophrenia
#MentalHealthAwareness 
https://t.co/uf5UqUYtaA https://t.co/s3iM3msAQK",en,"Milwaukee, WI"
HealthyPlace,"Do #Bipolar Relationships Always Fail? || https://t.co/7CCZ09v8KV
==
#mentalhealth #bipolardisorder #mhsm #mhchat https://t.co/4o311sP0e8",en,Texas
Evil_Pillsbury,You know what? I am fucked up and I am cool with it. You know why? Even though I'm fucked up inside I'm not a bad person. I no longer need to blame myself  #addiction #anxiety #BPD #bipolar #depression #EUPD #recovery #MentalHealthAwareness,en,UK
poppet900,"RT @ForumMental: #depression #MentalHealth #OCD #PTSD #BPD #ADHD #Autism #Bipolar #anxiety
Do you have a mental health problem? If so then why not join my forum. We would love to have you.
https://t.co/TJYxeewKQR",en,A quiet scottish glen
annmarcos1,"RT @_innercompass: Despite what we’ve been told, research has never found a biological basis for ""#mentalillness"". If you have a #bipolar, #schizophrenia, #depression, #anxiety or #ADHD diagnosis, you have the right to know this-- + much more.  https://t.co/A79MLlzSlP",en,Ireland
poppet900,"RT @ForumMental: #MentalHealth #depression #Bipolar #BPD #PTSD #OCD #ADHD #Anxiety.
Do you have a mental health problem? If so then why not join my forum. We would love to have you.
https://t.co/TJYxeewKQR",en,A quiet scottish glen
Sharits,"""Plum Wine"" '19, acrylic on canvas, 24 x 18 inches (60 x 46 cm)
https://t.co/CglPPG9rCc 
#sharits #abstract #art #abstractart #artist #bipolar #denver #colorado #vail #aspen #expressionist #popart #expressionistic… https://t.co/JfNNV4Mq58",en,Denver
natasha_tracy,The Myth of the Nervous Breakdown | NEW | Breaking #Bipolar | https://t.co/oxcX7YDfuc #mentalhealth,en,The West Coast
_innercompass,"Despite what we’ve been told, research has never found a biological basis for ""#mentalillness"". If you have a #bipolar, #schizophrenia, #depression, #anxiety or #ADHD diagnosis, you have the right to know this-- + much more.  https://t.co/A79MLlzSlP",en,United States
GandaraCenter,"RT @HealthyPlace: Four Signs It’s Time to Seek #MentalHealth Help || https://t.co/t2huNyf4xA
==
#anxiety #depression #bipolar #mhsm #mhchat https://t.co/EmPUcWR6JP",en,"Massachusetts, USA"
BipolarNetwork,https://t.co/fe51bupoFc #303 #bipolarismo #bipolardisorderawareness #bipolar #denverco https://t.co/KPjlo008oV,en,"Colorado, USA"
HealthyPlace,"Four Signs It’s Time to Seek #MentalHealth Help || https://t.co/t2huNyf4xA
==
#anxiety #depression #bipolar #mhsm #mhchat https://t.co/EmPUcWR6JP",en,Texas
soykarenquevedo,@Jaryoficial ¿Adivina quien escucho #Bipolar para iniciar el día? Exacto. Mis vecinos y yo??? Espero y tú también tengas un bonito miércoles!!,es,•|2/6|1/4|•
soykarenquevedo,@Jaryoficial Hasta mis propios vecinos escuchan #Bipolar!! (No pude grabar ya que apenas yo los atrape hahaha:() PERO ALTA EMOCIÓN ME DIO,es,•|2/6|1/4|•
insporising,"Michelle Dickinson is the author of ""Breaking Into My Life: Growing Up with a Bipolar Parent and My Battle to Reclaim Myself."" LISTEN &amp; SUBSCRIBE to the Inspiration Rising podcast at https://t.co/XSJ4VrWVTY. #mentalhealth #mentalhealthmonth #bipolar #depression #parenting #love https://t.co/fnSKxliVfV",en,"Orange County, CA"
CLeighPhotos,"I feel like this is my constant state of being. I become complacent and unmotivated. I hate it, but it’s so hard to fight through it and move forward.
#MentalHealthAwarenessMonth #Bipolar #MentalHealth https://t.co/DjGb5eiv7P",en,"North Carolina, USA"
Bradley_Hartley,RT @JaazSaunders: my latest blog post - my life on lithium @BipolarUK @theclique_uk #bipolardisorder #bipolar #lithium #blogpost #mentalhealthawareness  https://t.co/sG9alYIgZS,en,Fareham
jeffreymcp,"@TheEllenShow @andylassner I’ve loved @MaryConnelly since day one on #TheEllenShow. I remember Ellen’s dancing wooden doll,her donkey cigarette dispenser,kitty &amp; the loud music,the lady who loves Jesus but drinks a little from a phone call. Ellen has helped my #PTSD #ADHD #bipolar I owe Ellen my life eh!",en,Toronto
46norma,"RT @for_meagan: Be brave.  

We know you are strong every single day.

Be Brave.

#FridayFeeling
#FridayThoughts
#FridayMotivation 
#MentalHealthAwarenessWeek #mentalhealth #mentalillness 
#SickNotWeak #SuicidePrevention #SuicideAwareness #depression #PTSD #TBI #Bipolar https://t.co/V7DvVkLwhQ",en,"Beaumont, TX"
LyricMott,"RT @TrishHurtubise: In 2004, during my first year of college at the age of 19, I was diagnosed with #bipolar I disorder. I was devastated and so scared of the #stigma surrounding  the illness. #mentalhealth https://t.co/PxqCDRkBLU",en,"Louisiana, USA"
HealthyPlace,"#PsychiatricHospitalization: You are Neither Weak Nor Alone. New. || https://t.co/lMWsnbyEon
#mentalhealth #schizophrenia #bipolar #depression #mhsm #mhchat https://t.co/csNaRYmLbj",en,Texas
HealthyPlace,"#PsychiatricHospitalization: You are Neither Weak Nor Alone. New. || https://t.co/lMWsnbyEon
#mentalhealth #schizophrenia #bipolar #depression #mhsm #mhchat https://t.co/csNaRYmLbj",en,Texas
jesdeh2o,"Bipolar Daily Goals 
?Take meds
?Eat

Since surgery was yesterday I'm not planning much.

Hope everyone meets at least 1 of their goals today!

#bipolar #anxiety #mentalhealth",en,"Iowa, USA"
SignatureHlth,Do you or someone you know have #bipolar disorder? Learn about the extreme shift in mood it can cause- https://t.co/C8XyGJgCz4 #mentalhealth,en,"Brockton, MA"
HealthyPlace,"3 Tips for Being Honest in #Therapy. New. || https://t.co/QPN0y5ecLo
==
#mentalhealth #depression #anxiety #bipolar #mhsm #mhchat https://t.co/sl66hzBiLq",en,Texas
ronimompiche,"Mental Health is HEALTH. Let's treat it that way.

https://t.co/LcDbfAQg0m

#mentalhealth #mentalillness #stigma #breakthestigma #MentalHealthIsHealth #bipolardisorder #bipolar #PTSD #OCD #mentaldisorders #mooddisorders #wellness #stopthestigma @gabehoward29 @electroboyusa",en,Somewhere on Earth
natasha_tracy,Lost Marbles: How I Got from Sobbing in Spain to an Effective #Bipolar Treatment in 72 Impossible Steps | https://t.co/cDRb9Coqki,en,The West Coast
KatieISpence1,"Hey #ladies do you find your #period really interferes with daily life? It could be a #mentalhealth condition known as #pmdd Read the #blog to learn more! 
#mentalillness #depression #anxiety #bpd #bipolar #schizophrenia #ptsd #add #adhd #autism #auntflo 

https://t.co/t2DhkCF2qE https://t.co/gjiKAqUs1K",en,"Houston, TX"
veganvix3n,"My #poetry #redbubble #art #stickers #prints #framedart #mentalillness #mentalhealth #bipolar #bpd #depression #recoverywarriors #fighting #typography #poetsofinstagram  #POEMS  

https://t.co/BpPFrbOrOU
https://t.co/kUNIvvIZe0
https://t.co/J26dXYn9KJ

If you can share my FB etc https://t.co/prfk2ZyOAr",en,england
JaazSaunders,my latest blog post - my life on lithium @BipolarUK @theclique_uk #bipolardisorder #bipolar #lithium #blogpost #mentalhealthawareness  https://t.co/sG9alYIgZS,en,"Gosport, England"
SassyD617,#LibertyGrace is like mommy when life gives u lemons just eat em! #postpartumdepression #bipolar yall wont win #mentalhealth https://t.co/YGF32fFvIb,en,"Boston,ma"
JBAshtin,"If resources were unlimited, what steps would you take to help alleviate the anguish of those struggling with #mentalhealth? 
#endthestigma #breakthesilence #mentalhealthawareness #mentalhealthawarenessmonth #depression #anxiety #ptsd #adhd #bipolar #schizophrenia #medcomms https://t.co/s8FsSJ2T09",en,Ann Arbor Chicago
TrishHurtubise,"In 2004, during my first year of college at the age of 19, I was diagnosed with #bipolar I disorder. I was devastated and so scared of the #stigma surrounding  the illness. #mentalhealth https://t.co/PxqCDRkBLU",en,Canada
natasha_tracy,Why Being Hard on Myself Is Necessary for #Bipolar Functioning https://t.co/eCuYIxACJE #mentalhealth,en,The West Coast
TrishHurtubise,"Once they let me out [of the hospital], I was pretty resistant to treatment. I remember saying to the psychiatrist, “Everyone is #bipolar!” or “I’m just moody!”  Well yup, it is a mood disorder. https://t.co/7pnmwkDFFj #mentalhealth #psychosis",en,Canada
ImpelNP,"We were pleased to present data at #APAAM19 on INP105, our novel upper nasal formulation of olanzapine administered using Impel’s proprietary POD technology for the potential treatment of acute #agitation associated w/ #schizophrenia &amp; #bipolar I disorder https://t.co/EUASTkl2Cc https://t.co/5hb2dNLRyq",en,"Seattle, WA"
freepublicitygr,"Autobiography - Strictly For Seniors - ""Sid's stories are simply wonderful. I laughed, I cried and I was angered by these stories."" #memoir #bipolar #bullying #humor https://t.co/TgVCqMYR1u https://t.co/64ZNywdqgR",en,North Carolina
sarahxXx1990,"Super stressed about uni work. So I’m going to have a nap and hope I feel a bit better after. 

#mentalillness #mentalhealth #mentalhealthawareness #bipolar #bipolardisorder #bipolardisordertype2 #ednos #bpd… https://t.co/NbMuA9AtRz",en,Hampshire UK
PsychAnnals,"Treatment with #Vraylar led to significant improvement in #depressive symptoms compared with placebo in patients with #bipolar depression and concurrent manic symptoms, according to post hoc data presented at #APAAM19: https://t.co/MyMiCSsgUv https://t.co/9Qk95lrwRE",en,"Thorofare, New Jersey"
RebelCapitalist,"RT @MikiTakesPhotos: THREAD: It has taken years, but I think I've finally accepted that I live with Bipolar II. #MentalHealthAwarenessMonth #bipolar #bipolardisorder",en,"Chicago, IL"
nrmentalhealth,@ProvokingDrama @KittOMalley @Nwind9 @lizzirizzobls @BipolarBattle @battlingDepres1 @AcquiescentSoul @notdeadyetFT @VOLZGRL4evr @allevin18 @paulaannev @talkandcheese This is just me but I have had a lot of therapy both personally &amp; for training as a therapist. The turning point came when I was able to confront my mother of so much unexpressed. suppressed emotion - it was really tough as she has been so supportive of my #bipolar. She was great,en,NW London UK
askmeimbipolar,"RT @BekaLombardo: We've got the direct link already for this Saturday's #podcast! We hope you'll share with others!

https://t.co/y0WsJhouSN

It's a 2 hour show, so get comfy!

#KeepTalkingMH #mentalhealth #depression #bipolar #anxiety #mentalillness #suicideprevention #podcast #author https://t.co/YlM1Jdt1mH",en,"Manchester, England"
theclique_uk,RT @JaazSaunders: a blog post all about my life on lithium @BipolarUK #theclqrt #Smallbloggers_RT #InfluencerRT #littleblogrt @LovingBlogs @theclique_uk #bipolar #mentalhealthawareness #bipolardisorder #mentalhealthblog https://t.co/sG9alYZRRq,en,"North West, England"
