User,Tweet,Language,Location
MindOfKae9,"RT @OrianaMay: Do I have any followers that live near Sacramento and have ADHD, ADD, or Anxiety? I just created a support group a couple minutes ago because I couldn't find one that was local. It's nothing special but I figured I had to start somewhere.  ? #ADHD #Adhdmom #anxiety  #Sacramento",en,"Leicester, England"
CalmReminder,4 PM Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic,en,United States
HealthyPlace,"What Do #MentalHealth Hospitals Do and Do I Need One? || https://t.co/4cz3BKpnWY
==
#depression #anxiety #bipolar #schizophrenia #mhchat #mhsm https://t.co/5mr9byZNJ4",en,Texas
SkypeTherapist,#Mindfulness #meditation provides one of the most effective ways of healing chronic #anxiety and #depression. Learn how to apply mindfulness for healing the mind.,en,"Boulder CO, USA"
lonewolfpackco,We’ll be at Tynemouth Market again tomorrow before a week or two off. Come down and visit us ? | #thelonewolfpack #lonewolf #mentalhealth #mentalhealthawareness #mentalillness #depression #anxiety #bipolar #anorexia… https://t.co/wIwkGXjuLt,en,"North East, England"
shady2405,Thank you so much to PTSD Bunker Gear For Your Brain who is another New Friend ? on ?? Twitter! I hope you enjoy ? my Tweets ? ?? x https://t.co/OqTbDzJBSe #BPD #EUPD #Anxiety #Depression #Anger #Suicide #MentalHealth #KeepTalkingMH #EndTheStigma #IWillNotLetMyMHKillMe ? #R…,en,?????????????
jimuk23,What a rubbish day today has been let’s hope tomorrow is a bit better. Worst I have been for a while #weekend #anxiety,en,"Basildon, essex "
drrichswier,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,"Sarasota, FL"
musictogrieveto,"Things We Hang on To - @scarsellamusic1
Music to Grieve to #playlist
https://t.co/bofLKTXxdk
#depression #grief #anxiety #soundsgood
#musicto https://t.co/3eVxxiT56v",en,"Los Angeles, CA"
Notsalmon,10 Ways to Get Rid of #Anxiety In 10 Minutes Or Less https://t.co/PqvjzTdPRC,en,NEW BOOK                                         INSTANT CALM
MRiggs1991,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,"Loris, SC"
dheeraz27,"First, Ask yourself, ""Do you have a problem""?

Then, Answer yourself, ""Don't worry"".

Now, be Cool.?

That's how you stop overthinking and focus on your growth.

#focus #problems #Questions #answer #overthinking #worry #anxiety #change #Solution #growth #cool https://t.co/wvlLLu9J6J",en,"New Delhi, India"
TorrenVampyr,"""Uncomfortable"" (2019), 22 by 30 inches, mixed wet media on BFK paper
#art #traditionalart #drawing #anxiety https://t.co/ICrJUUv5S5",en,United States
ObtainingBliss,"RT @ObtainingBliss: Overcoming depression and anxiety can seem impossible. Read our tips to help overcome depression and anxiety that will push you in the right direction. #mentalhealthawareness #deperession #anxiety
https://t.co/aq4WwG9xAO",en,"Minnesota, USA"
logicalvulcan,"*sigh* I'm pathetic. I am so socially awkward I can't make friends anymore, let alone find someone. I'm going to be alone for the rest of my life. #anxiety #depression #fuckup #failure",en,"Mount Seleya, New Vulcan"
izalovespizza,I’m getting prank called and I’m not happy about it...... #Anxiety,en,"Montréal, Québec"
HerballyPure,Panic Attacks and #Anxiety Episodes Linked to #Vitamin Deficiencies in Groundbreaking Study! Herbally Pure will be able to help with these issues and many more once we relaunch in 2019!! https://t.co/EcmMwzLjAS https://t.co/sPxeRlJMk4,en,"Naples, FL"
AnxZenity,Just released Episode 23: Anxiety Can Cause That Many Symptoms? (Part1). I talk extra symptoms you may be missing. Find it here https://t.co/bChsegMexN or here https://t.co/qLZJxfyMsI #storytelling #mentalhealth #mentalhealthawareness  #itunes #nowplaying #depression #anxiety https://t.co/udh8SpPusA,en,"South Carolina, USA"
pigletish,"RT @BekaLombardo: #ICYMI Here is the link from our show today with @HopeVirgo and @RealMissAnxiety 
We hope you'll check it out if you haven't yet! 
https://t.co/1sbusNT5QD

#KeepTalkingMH #bipolar #depression #anxiety #mentalillness #suicideprevention #endthestigma #MentalHealthAwarenessMonth",en,"Cardiff, Wales"
ZorynaODonnell,"RT @CounsellorsCafe: My on-again, off-again relationship with #anxiety has taught me a lot https://t.co/Ixa3yzjbX3",en-gb,"Isle of Wight, United Kingdom"
LornaLandrace,"RT @barton_dene: I see all the fabulous minds within #writingcommunity and I'm humbled to be part of such a supportive group of like minded individuals. It also makes me anxious and question my own writing seeing you all post how much you write each day lol ???
#anxiety #SelfDoubt #complex",en,U.S.A
anappleeveryday,"Familial tendencies to depression, anxiety and addictions can have a metabolic cause #nutrition #addictions #anxiety #depression https://t.co/IHILRGLsHn https://t.co/tkr9ZCsO5K",en,"Moseley, Birmingham, UK"
SAPHNAsharonOBE,"RT @MariamFixers: A few from last nights launch in #Louth for @JamesBe76007687's @FixersUK campaign launch, raising awareness on #Anxiety! Awesome turnout, with many young people and professionals rocking up on a #Friday to hear his message! #FixingTheFuture https://t.co/DMWyGlYwBV",en,"England, United Kingdom"
marteloOG,"I’m still around 
#depression #anxiety https://t.co/Rok9EDCn10",en,"Ontario, Canada"
allentien,"RT @psychscopeapp: Removing vitamin D from the diet of healthy adult mice caused a significant drop in their ability to remember and learn, which researchers said was due to a pronounced reduction in perineuronal nets in the hippocampus.
-Trends in Neurosciences #depression  #Anxiety #psychosis",en,"Baltimore, ??, Cape Breton      P(A|B)=P(B|A)P(A)/P(B)"
wing_paranormal,"#mentalhealth #mentalhealthawarenessweek2019 #anxiety #depression #ChronicPain @Youtube_Icon @youtubenewtube @RetweetMe2Grow 
The unseen killer. ??? https://t.co/ZFVP5OCPBN",en-gb,united  kingdom
wing_paranormal,"#mentalhealth #mentalhealthawarenessweek2019 #anxiety #depression #ChronicPain @Youtube_Icon @youtubenewtube @RetweetMe2Grow 
The unseen killer. ??? https://t.co/ZFVP5OCPBN",en-gb,united  kingdom
tbentley08,"RT @FibroPetition: #Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #InvisibleIllness #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ? https://t.co/qlJLjXgpQI",en,"Dallas, Tx"
FibroPetition,"#Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #InvisibleIllness #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ? https://t.co/qlJLjXgpQI",en,uk
andriisedniev,Stage Fright? — Here’s a Solution You Won’t Believe! https://t.co/Uf6SbVMYKM #stage #fear #anxiety #publicspeaking #speak https://t.co/JlZV7ZJeaH,en,"Dallas, TX"
EcrisisHotline,"RT @rishajd80: I need to stop going into an fucking existential crisis every time I feel a goddamned emotion.????
#anxiety",en,North America
AmandaKnightEQ,"Discover how #hearingloss and tinnitus (ringing in the ears) can create isolation, frustration, #Anxiety and #depression, and how to overcome these and build #resilience through effective #communication and #technology https://t.co/hicoOhLyoP #AuthenticLivingYEG #YEG #yegevents",en,"Edmonton, Canada"
broomfieldhill,RT @hopeandlamb: Sitting And Standing Up Straight Creates An Amazing Flow Of Oxygen To The Brain. #Posture Affects Your #Mood And Emotional Stability. ? #Anxiety #Depression #Mindfulness #SelfCare #Breathe #MentalHealth https://t.co/4ybLD3Siro,en,Europe. Éire. Magyarország. Proud Citizen of Nowhere. DiEM25.
broomfieldhill,RT @hopeandlamb: Beach #Yoga This Morning. I Haven't Received A #Connection To Humans Yet Like I Have With #Nature. ? #Breathe #Meditation #Grounded #Balanced #Anxiety #SelfCare #MentalHealth #Love https://t.co/8nP6OrIOLS,en,Europe. Éire. Magyarország. Proud Citizen of Nowhere. DiEM25.
LisaThePirate,"A little walk along the seafront in Worthing today (obligatory ice cream not pictured) .
.
#worthing #pier #sea #blue #beach #westsussex #worthingpier #seaside #anxiety #recovery https://t.co/FGyJKwPLiJ https://t.co/rouoIHrIiv",en,Brighton ?
iPerrySimpson,"@pennypower Penny, I guess I was fortunate later on in my #life. I don’t know if I found #yoga or it found me, but it has transformed me, my sense of being. I am much calmer, relaxed with a clear mind. Iyengar Yoga has specially designed routines to manage #stress #anxiety #mentalhealth",en,"Cork, Ireland"
hcdjeong,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,"Johannesburg, South Africa"
WeTamilans,"RT @BetterMeHealth1: Affirmations for anxiety.
#mentalhealthawarness #chennai #mentalhealthindia #wellness #mentalhealthwarrior #mentalhealthrecovery #recovery #mindfullness #mentalhealth #healthylife #mentalhealthsupport #help #mumbai #mind #mentalhealthmatters #anxiety #mentalwellness #delhi https://t.co/uyje0QbaXG",en,"Tamil Nadu, India"
allentien,"RT @allentien: All women during and after #pregnancy should be routinely screened for #anxiety, #depression, #suicide, and other risks with a tool like https://t.co/seepqb0UEx #PostpartumDepression &lt;]#SharedFacts #BehavioralHealthIntegration",en,"Baltimore, ??, Cape Breton      P(A|B)=P(B|A)P(A)/P(B)"
CarrieAcinglife,#word #Anxiety #depression #empowermentcoach https://t.co/3qgCQTGc1V,en,"California, USA"
dreamerdaniela,just worked out for 97 minutes guys lol #anxiety #therapy,en,"Vancouver, Canada"
paleoplan,"12 Yin #Yoga Poses to Naturally Soothe #Anxiety 
https://t.co/54hcUK7fnQ https://t.co/mTJj2RbQMR",en,The USA
newhall89,"RT @INFJPhD: The story of my life as an #introvert! Stop draining my energy, dudes. Need to relax &amp; recharge. Other #introverts feel me?
#INFJ #amwriting #introvertlife #WritingCommunity #HSP #anxiety #introvertproblems #empath https://t.co/e2AZsraxQ5",en,"Alameda, CA"
proxhawk,"RT @INFJPhD: The story of my life as an #introvert! Stop draining my energy, dudes. Need to relax &amp; recharge. Other #introverts feel me?
#INFJ #amwriting #introvertlife #WritingCommunity #HSP #anxiety #introvertproblems #empath https://t.co/e2AZsraxQ5",en,Region: The High North
ColinBBaker,"What's the best way to deal with anxiety in kids?
https://t.co/ZdwtDIod38
#children #anxiety #kids #mentalillness #mentalhealth #health #family #psychiatry #pasadena #joeharaszti",en,Los Angeles
ToxicRainbow8,"Meltdowns suck

It's like being a hostage inside your body

It's being misrepresented by your own being 

It's being betrayed by your own brain

It's like a panic attack but instead of unseasoned anxiety there is every reason that got you here
#ActuallyAutistic #meltdown #Anxiety",en,Greater Vancouver
3Spyro75,"RT @MentalHlthAware: #MentalHealthStigma #Stigma #InvisibleIllness #ButYouDontLookSick
#ItsGoodToTalk #DontSufferInSilence #MentalHealthAwareness #Depression #Anxiety #BiPolar #Stress  #PTSD #SelfDoubt  #schizophrenia #MentalHealth #Suicide #EndTheStigma  #DepressionQuotes #AnxietyAwareness ?? https://t.co/KUkIP3xRoi",ru,Belarus
doncaster_uk,RT @amandajanepratt: #blog #blogger #vlogger #vlog #MentalHealthMatters #mentalhealth #mentalillness #doncasterisgreat #MentalHealthAwareness #anxiety #depression @Bloggersplan @BloggersTribe @blogginggals @bloglove2018 @FemaleBloggerRT @UKBlog_RT https://t.co/HXkIiVvL2s,en,Doncaster
heartoflove_7,"#Jesus, You know what lies behind and before me. Total gift of myself to You—this is Your desire from me. You will heal my heart, transform my soul and work wonders in my life and through me, if I only but surrender all to You. #prayers #anxiety #depression #TrustHim",en,"Leander, TX"
djMosque,#AnxietyAndMe  #anxiety #depression #MMA #helpishere,en,Reigate 
amandajanepratt,#blog #blogger #vlogger #vlog #MentalHealthMatters #mentalhealth #mentalillness #doncasterisgreat #MentalHealthAwareness #anxiety #depression @Bloggersplan @BloggersTribe @blogginggals @bloglove2018 @FemaleBloggerRT @UKBlog_RT https://t.co/HXkIiVvL2s,en,"Doncaster, England"
boringbookspod,"A three-day weekend is the perfect time for warm tea and a lovely book. Hope you're reading (and listening to) something marvelously relaxing!

#podcast #podernfamily #insomnia #anxiety #relaxation #asmr #booklovers #litlovers #memorialdayweekend https://t.co/q2F4NNlwTr",en,United States
Dame_DNA,"Hi, I’m a functional adult with social anxiety for whom grad school was a blessing and a curse because it meant I had an excuse to avoid parties but I also fell out of practice dealing with them, put your hands up if you feel me #gradproblems #anxiety #mentalhealthawareness https://t.co/uoh7nEt9fk",en,"Portland, OR"
CatChampArt,"5) 

""I think we can just go ahead and leave this spot blank for now. Why don't you have a seat?""

#depression #anxiety #catillustration #art #catlady #catchampion #selfcare#selflove#mentalhealth #illustration #depressioncats #Caturday #cat #neko#gato #katze #letstalkaboutcats https://t.co/QUWbVaj5iP",en,"New Catland, NC"
RenewedFreedom,Coordinate with other parents for weekly playdates or sleepovers. To learn more about summer groups visit: Little Thinkers Center  @DrJennyYip Dr. Jenny Yip #schoolsout #summerbreak  #summeractivities #summerstress #anxiety #gotanxiety https://t.co/Z6vRrPRKZ5 https://t.co/xJTz3hVtJd,en,"Los Angeles, CA"
Kelli_CCWT,RT @Kelli_CCWT: Had a tough day? 4 Steps to instantly banish #stress and #anxiety https://t.co/nn6oHJCo3I https://t.co/BatIi5nDQG,en,USA
SkypeTherapist,"Using #Mindfulness to Overcome #Anxiety and #Depression: https://t.co/GKSNvigM0c.
Online Mindfulness Therapy via Skype. See: https://t.co/wA24wSaK62. https://t.co/iuSlkFUFlg",en,"Boulder CO, USA"
ThePaintedBrain,"Whether experiencing a full-blown attack or just #overwhelming anxiety, most feel out of control and powerless through these episodes. By learning a few simple grounding techniques, you can self-soothe and calm your #anxiety before it escalates.
https://t.co/yy54HjIxyL",en,"Los Angeles, CA"
SkypeTherapist,"Mindfulness Therapy is the application of #mindfulness for healing #anxiety and #depression and is immensely effective for recovery from trauma and #PTSD. This is a very powerful approach once you have learned how to do this.
Visit: Online Mindfulness Th… https://t.co/wA24wSaK62",en,"Boulder CO, USA"
irishhealthhour,"RT @susilodola1: Do you think you are anxious for no reason? Many people don't understand why they feel #anxious, they tell me it just hits them out of the blue. I have put together this article and I hope it will shed some light on the issue.
#anxiety #mentalhealth 
https://t.co/aYTyyHKeDn",en,"Galway, Ireland"
cha_acntsec,"My motto is, worry and be happy. #anxiety #responsibilities",fr,"Roxton Falls, Québec"
TheFaithWall,"RT @theflawedones: Out of all the things you will regret in life I promise you, not giving up will never be one. Keep grinding #motivation #mentalhealthawareness #sobriety #consciousness #bipolar #depression #addiction #sicknotweak #anxiety #mentalillness #mentalhealth https://t.co/Bb20XAcxKJ",en,Safe in God's protection
mhholt1,"If you break your leg, you don't wait until gangrene sets in before ""it's bad enough"" to go to the hospital. So why do we live with #mentalillness, like #anxiety or #depression, but wait until we have nervous breakdowns before it's ""okay"" to go to the hospital? #MentalHealth",en,"Montana, USA"
TheAnxiousTeac2,#Anxiety #MentalHealth #MentalHealthAwareness #MentalHealthMatters #EndTheStigma #SickNotWeak #ItsOkNotToBeOk ?? https://t.co/qGEpQycMYh,en,"Bromsgrove, England"
SuzyWedley,"RT @RelaxKidsSuzy: Parenting Your Anxious Child Workshop - 17th June - @YMCATaunton - 7pm-9pm. Learn about anxiety and walk away with tools to start helping them straight away
https://t.co/jxM6ahSigF
#parenting #Somerset #anxiety",en,"North Curry, England"
RelaxKidsSuzy,"Parenting Your Anxious Child Workshop - 17th June - @YMCATaunton - 7pm-9pm. Learn about anxiety and walk away with tools to start helping them straight away
https://t.co/jxM6ahSigF
#parenting #Somerset #anxiety",en,"North Curry, England"
ParadigmSanFran,Fall Out Boy's #PeteWentz reflects on his struggles with #anxiety in support of the #MyYoungerSelf mental health campaign.  https://t.co/700TU2wEnw,en,"San Francisco, CA"
goodbyeanxietyh,#MentalHealthAwarenessMonth #anxiety #edchat #parenting https://t.co/geQyPyv6iU,en,Columbus
HealthyPlace,"3 Tips for Being Honest in #Therapy || https://t.co/QPN0y5ecLo
==
#mentalhealth #depression #anxiety #bipolar #mhsm #mhchat https://t.co/0W5G7wAean",en,Texas
AboutConnection,If you need a reminder that you can do anything you want. You got this #projectlovetank #mentalhealth #hamont #counsellor #anxiety #selfhelp #selfcare #recovery #endthestigma #empowerment https://t.co/1wJlR8mPhO https://t.co/SqlCicvjJU,en,"Hamilton, Ontario"
ShawnParker2013,Evaluating risk on anxiety disorders in children and teens https://t.co/WFypbKcbwB #anxiety #ADHD #parenting #mentalhealth,en,"Toronto, Ontario"
BetterMeHealth1,"Affirmations for anxiety.
#mentalhealthawarness #chennai #mentalhealthindia #wellness #mentalhealthwarrior #mentalhealthrecovery #recovery #mindfullness #mentalhealth #healthylife #mentalhealthsupport #help #mumbai #mind #mentalhealthmatters #anxiety #mentalwellness #delhi https://t.co/uyje0QbaXG",en,"New Delhi, India"
Bratkattdollxx,"@keekeexbabyy Take care of your self because life can just be so left when you're trying to go right. 
#selfcare #anxiety #lifeleftright",en,Wakanda ??
MrBookNarrator,"RT @INFJPhD: The story of my life as an #introvert! Stop draining my energy, dudes. Need to relax &amp; recharge. Other #introverts feel me?
#INFJ #amwriting #introvertlife #WritingCommunity #HSP #anxiety #introvertproblems #empath https://t.co/e2AZsraxQ5",en,"Salt Lake City, UT"
TheLakha,"@kunalkamra88 Arrogance 5hat is gained from nothing .
Very negetive response to a very positive thing
Your negativity kill you 
#anxiety",en,India
Kris0625,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,At Peace
whartonesque,"RT @INFJPhD: The story of my life as an #introvert! Stop draining my energy, dudes. Need to relax &amp; recharge. Other #introverts feel me?
#INFJ #amwriting #introvertlife #WritingCommunity #HSP #anxiety #introvertproblems #empath https://t.co/e2AZsraxQ5",en,"Haverhill, MA"
IIntuiter,"RT @INFJPhD: The story of my life as an #introvert! Stop draining my energy, dudes. Need to relax &amp; recharge. Other #introverts feel me?
#INFJ #amwriting #introvertlife #WritingCommunity #HSP #anxiety #introvertproblems #empath https://t.co/e2AZsraxQ5",en,United States
JamesAllsman,@kcasey395 Oh man.... hope you make it! #anxiety,en,"Havertown, PA"
_weightloss284,#mentalhealth #stress #depression #anxiety Calm Essential Oil Roll-On - Anxiety &amp; Stress Relief - Comforting ... - https://t.co/qI1bTuQFGW https://t.co/TQBgaBG7sh,en,Denver
mikeeshift,RT @mikeeshift: How to Cope With #Anxiety About a Sports Competition https://t.co/EMKL6X0mhX,en,"Portland, OR"
INFJPhD,"The story of my life as an #introvert! Stop draining my energy, dudes. Need to relax &amp; recharge. Other #introverts feel me?
#INFJ #amwriting #introvertlife #WritingCommunity #HSP #anxiety #introvertproblems #empath https://t.co/e2AZsraxQ5",en,"Utah, USA"
HungerfordMC,Puggles in one of her many Thundershirts  Amazing item when you have an anxious dog. #anxiety #thundershirt. My precious one together changing attitudes to #mentalhealth and #DementiaAwarenessWeek She’s on the lookout for corporate partnerships CSR https://t.co/nj15oPL0Ry,en,"HUNGERFORD, UK "
Ange20Suarez,RT @StressFreeKids: This is what I need to tell myself when I am feeling overwhelmed. #anxiety #bepositive https://t.co/mt43HAEVtk,en,"Dallas, TX"
SkypeTherapist,"Mindfulness Therapy is the application of #mindfulness for healing #anxiety and #depression. It is amazingly effective once you have learned how to do this.
Visit: Online Mindfulness Therapy https://t.co/wA24wSaK62",en,"Boulder CO, USA"
HealthyPlace,"Schizoaffective #Anxiety and Reading Books || https://t.co/XSmJBO1Ph9
==
#mentalhealth #schizoaffective #schizophrenia #mhsm #mhchat",en,Texas
Menta1Hea1thMe,#mentalhealth #mentalhealthawareness #anxiety #depression #love #selfcare #selflove #health #mentalillness #recovery #mindfulness #motivation #wellness #ptsd #fitness #meditation #life #therapy #quotes #inspiration #healing #bpd #psychology #mentalhealthmatters #positivevibes https://t.co/lWiv0XBSik,en,"England, United Kingdom"
BipolarSANH,"RT @MHIIR_14: #mentalillness How to help

#mentalhealth #MentalHealthAwareness #depression #anxiety #bipolar #Schizophrenia #BPD #EUPD #AVPD #OCPD #PND #PPD #dissociativeidentitydisorder #SchizoaffectiveDisorder #EatingDisorder #ptsd #CPTSD #OCD #BDD #bfrb #AndManyMore @MHIIR_14 https://t.co/B8tQOS8DKa",en,Worldwide
BarbOSEAC,RT @BeyondYourPast: Stigma Free Zone - A chat w/ Mental Health Editor @cynchazen https://t.co/0EtpM45TLg #MentalHealth #Podcasts - An initiative to create open dialogue &amp; break down barriers of mental health and how you can get involved. @MHNRNetwork #depression #anxiety https://t.co/gEeZb7N9eJ,en,Located in Northeast Ohio
alesszimm,"Who else has horrible airport #anxiety?

I have ways of managing my anxiety, which largely mean over-preparing and building redundancies and alternate plans. When flying there is no plan b, you make it onto the plane or you don't. 
My lizard brain cant handle that. #mentalhealth https://t.co/PSmkTXBXai",en,"College Park, MD"
EdenAromata,"RT @cleverbotanics: All Packed and Ready to Go Say “Hello” to the Weekend
#SaturdayMotivation
Shop #CBD @CleverBotanics 20% off  https://t.co/dLqTRZnZyJ
#SaturdayThoughts #health #Cannabis #cbdcocktail #cbdguide  #cbdoil #cbdheals #cbdistillery #ukcbd #cbdflowers #anxiety #cbdmovement #CBDisolate https://t.co/AhJ1u7XLvv",en,United Kingdom
lirettep08,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,Canada
MadParrotLady,"RT @MHIIR_14: #mentalillness How to help

#mentalhealth #MentalHealthAwareness #depression #anxiety #bipolar #Schizophrenia #BPD #EUPD #AVPD #OCPD #PND #PPD #dissociativeidentitydisorder #SchizoaffectiveDisorder #EatingDisorder #ptsd #CPTSD #OCD #BDD #bfrb #AndManyMore @MHIIR_14 https://t.co/B8tQOS8DKa",en,U.K
KaWatterson,Is your chaotic home showing up in your work? The Compound Effect of a Well-Organized Home - How 5 Simple Habits at Home Can Help You Manage Stress &amp; Overwhelm at Work via Medium https://t.co/UpPO1mjxVc #mentalhealth #wellness #declutter #depression #anxiety #productivity #habits https://t.co/6r5QSIEWKx,en,"Indiana, USA"
fruitadvantage,"#Anxiety, #depression or any other mental health diagnosis ""label"" is not who you are...rather it is what you accidentally learned to do.  Find out how this happens in people and know that you can change. https://t.co/OR5d0NPU3h #mentalhealth",en,Michigan
MadParrotLady,"RT @MHIIR_14: PTSD is PTSD!

#PostTraumaticStressDisorder #PTSD #PTSDisPTSD #ComplexPostTraumaticStressDisorder #CPTSD #ComplexPTSD #PTSDAwareness #Trauma #Abuse #stress #depression #anxiety #MentalHealth #MentalHealthDisorder #mentalillness @MHIIR_14 https://t.co/pJJjvtc7s8",en,U.K
kinard_craig,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,"Connecticut, USA"
RespireCounsel1,"RT @RespireCounsel1: Getting a great response to my current blog. Five tips for #anxiety in the moment &amp; five tips for anxiety in the long term. Thank you &amp; please feel free to retweet.
https://t.co/M9sIybxdyr …

#stress #breathe #counselling #psychotherapy #blog #selfcare https://t.co/KF7j2LuWmq",en,"London, England"
PhilDuck,"RT @MyPOV_Online: Todays second video on #Depression and #Anxiety Josh Connolly @josh_ffw shares his personal story and struggles with #MentalHealth

#MentalHealthAwarenessWeek #MHAW #MHAW2019

Register at https://t.co/mTdHbNmQ73 to add your own video story or experience

https://t.co/7KbATGiwTN",en,Wigan
fejrobinson,"Here's a male perspective on body image and the importance of your relationship with yourself

https://t.co/kweATz48ws

#bodyimage #bodypositive #anxiety",en,"Durham, England"
HealthyPlace,"Why #Anxiety Doesn't Define You || https://t.co/P3B8Ptv47S
==
#mentalhealth #gad #panic #mhsm #mhchat https://t.co/gsfryplFVa",en,Texas
Go2Tubebular,#Gofundme #Helpwithmybills (Dealing with #Anxiety and ...)  - https://t.co/oHGgVajUO3 - #AnxietyPanicAttacks #AnxietyAttacks #AnxietyCoach #AnxietyCure #AnxietyHelp #AnxietyTechniques #App - https://t.co/JoFubM3XvG https://t.co/6aL7gDgvHx,en,LOS ANGELES
lynnquiry,"It's Saturday, which is less than 24 hours before Sunday, which is the day before Monday and I'm already stressed and wondering when Friday is going to get here. #welp #anxiety #mentalhealthcheck #imnotok",en,"Vancouver,"
LexieSloan,"RT @NenadMitkovski: My personal story on the feeling that is depersonalization and derealization. I also explain how I keep it at bay.

#depersonalization #derealization #depression #hallucination #anxiety #mentalhealth #healthy 

https://t.co/ksOak9A17B",en,"Connecticut, USA"
CarrieMaisie,"@KayFSheldon @FionaQuigs @sarasiobhan @JeremyH09406697 @CareQualityComm The problems are not being seen early enough, and too many children, young people, and families are being criticised rather than seen as resources to invest in: https://t.co/PafHUtn4fY

#Abuse can &amp; does happen outside the family home. 
#SEND #autism #anxiety #ACE #Bullying",en-gb,"England, United Kingdom"
HealingSoundsTx,RT @HealingSoundsTx: Fight Social Anxiety by Embracing Your Inner Fool https://t.co/rTqz96R0v1 #mentalhealth #wellness #selfhelp #therapy #anxiety #selfcare #stress #socialanxiety #worry #acceptance,en,"Huntsville, AL"
SolutionsFocus2,#anxiety #relationships #communications via https://t.co/Zyx27titzI https://t.co/e8NTWvhbNr,en,"Greenville, SC"
SkypeTherapist,Learn how to use #Mindfulness to Overcome #Anxiety and #Depression: Read: https://t.co/GKSNvigM0c. To learn more visit: Online Mindfulness Therapy via Skype for details. https://t.co/wA24wSaK62.,en,"Boulder CO, USA"
NancySolari,"? New Podcast! ""Learn How Breaking Addictions in Your Life Can Set You Free to Live Full Out"" on @Spreaker #alcoholism #alzheimer_s #anxiety #assistedliving #brandonludolph #breakingaddictions #divorce #familycrisis #lifecoaching #livingfullout https://t.co/8KAWLX8dmq",en,"Santa Monica, CA"
Treasure_Map,Use your Imagination &amp; your love of living #happily &amp; make quick changes. Enjoy life AS IT IS &amp; find success https://t.co/GVdBBL5wnv #anxiety,en,"Portland, Oregon"
beanzaround,RT @TeamAwesomism: ??? Don’t forget to #vote! Only 1 day and 11 hours left until it’s closed! ??? #fishing #outdoors #fish #fishingisawesome #poll #question #support #sharingiscaring #community #SmallBusiness #teenpreneur #Entrepreneur #specialneeds #anxiety #stress #autism #TeamAwesomism https://t.co/0KaVmF0wTS,en,Australia
Go2Tubebular,#Gofundme #Helpwithmybills (HOW I GOT RID OF (Obsessive Anxious ...) TUBE ... - https://t.co/MUIFDfZFdG - #Anxiety #Depression #HowToStopAnxiety #ObsessiveCompulsiveThinking #PainfulThoughts - https://t.co/JoFubM3XvG https://t.co/F10dFKUZDK,en,LOS ANGELES
andrewmorrisuk,RT @TeamAwesomism: ??? Don’t forget to #vote! Only 1 day and 11 hours left until it’s closed! ??? #fishing #outdoors #fish #fishingisawesome #poll #question #support #sharingiscaring #community #SmallBusiness #teenpreneur #Entrepreneur #specialneeds #anxiety #stress #autism #TeamAwesomism https://t.co/0KaVmF0wTS,en,Bedford
